epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1899.71,2.18809,25.801,0.01693,0.71901,0.08951,0.04189,0.01136,2.00574,26.2448,0.01961,0.000414439,0.000414439,0.000414439
