epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2094.84,1.944,18.0328,0.01733,0.81721,0.18103,0.17594,0.06881,1.87116,18.8152,0.0205,0.000414855,0.000414855,0.000414855
